branch_id	parent_node	child_node	branch_length	parent_CN	child_CN	delta_CN	gain_count	loss_count	gain_event	loss_event	starting_CN	ending_CN	parent_diet	child_diet	diet_state	child_label	parent_label	diet_transition
branch_410	498	504	18.976034576	0	0	0	0	0	0	0	0	0	Omnivore	Plant_dominant	Plant_dominant	Node504	Node498	1
branch_411	504	203	25.014518521	0	0	0	0	0	0	0	0	0	Plant_dominant	Insectivore	Insectivore	Pachyuromys_duprasi	Node504	1
branch_412	504	505	13.3691469367	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node505	Node504	0
branch_413	505	204	11.645369958	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Psammomys_obesus	Node505	0
branch_414	505	205	11.645368982	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Meriones_unguiculatus	Node505	0
branch_415	497	506	21.848626785	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node506	Node497	0
branch_416	506	507	0.6739192529	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node507	Node506	0
branch_417	507	508	0.8861335469	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node508	Node507	0
branch_418	508	509	1.251431303	0	0	0	0	0	0	0	0	0	Omnivore	Plant_dominant	Plant_dominant	Node509	Node508	1
branch_419	509	510	6.2160063513	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node510	Node509	0
branch_420	510	511	3.69730574	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node511	Node510	0
branch_421	511	512	2.041304485	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node512	Node511	0
branch_422	512	206	14.63411502	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Apodemus_speciosus	Node512	0
branch_423	512	207	14.634116976	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Apodemus_agrarius	Node512	0
branch_424	511	208	16.6754178777	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Apodemus_sylvaticus	Node511	0
branch_425	510	209	20.372724599	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Tokudaia_muenninki	Node510	0
branch_426	509	513	11.57442175	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node513	Node509	0
branch_427	513	514	10.4897539489	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node514	Node513	0
branch_428	514	210	4.52455134	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Mus_spretus	Node514	0
branch_429	514	211	4.5245529687	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Mus_musculus	Node514	0
branch_430	513	212	15.01430802302	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Mus_minutoides	Node513	0
branch_431	508	515	14.8301416347	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node515	Node508	0
branch_432	515	213	13.010019964	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Arvicanthis_niloticus	Node515	0
branch_433	515	214	13.010018332	0	0	0	0	0	0	0	0	0	Omnivore	Plant_dominant	Plant_dominant	Rhabdomys_pumilio	Node515	1
branch_434	507	516	8.528351541	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node516	Node507	0
branch_435	516	215	20.1979410335	0	0	0	0	0	0	0	0	0	Omnivore	Insectivore	Insectivore	Rhynchomys_soricoides	Node516	1
branch_436	516	517	7.2335333174	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node517	Node516	0
branch_437	517	216	12.9644089838	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Uromys_caudimaculatus	Node517	0
branch_438	517	518	6.3807347604	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node518	Node517	0
branch_439	518	217	6.5836739308	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Pseudomys_desertor	Node518	0
branch_440	518	218	6.583671749	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Mastacomys_fuscus	Node518	0
branch_441	506	519	3.112019735	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node519	Node506	0
branch_442	519	219	26.28819434	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Micromys_minutus	Node519	0
branch_443	519	520	18.9569106866	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node520	Node519	0
branch_444	520	220	7.3312824455	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Rattus_rattus	Node520	0
branch_445	520	221	7.3312823478	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Rattus_norvegicus	Node520	0
branch_446	496	521	16.35739878	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node521	Node496	0
branch_447	521	522	3.357085853	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node522	Node521	0
branch_448	522	523	18.0331306235	0	0	0	0	0	0	0	0	0	Omnivore	Plant_dominant	Plant_dominant	Node523	Node522	1
branch_449	523	524	0.1635248933	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node524	Node523	0
branch_450	524	222	13.7308551214	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Lemmus_lemmus	Node524	0
branch_451	524	525	1.4946649422	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node525	Node524	0
branch_452	525	526	1.7414394142	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node526	Node525	0
branch_453	526	223	10.494752683	0	0	0	0	0	0	0	0	0	Plant_dominant	Omnivore	Omnivore	Chionomys_nivalis	Node526	1
branch_454	526	527	1.9317645886	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node527	Node526	0
branch_455	527	528	0.7400613957	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node528	Node527	0
branch_456	528	529	1.4306776147	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node529	Node528	0
branch_457	529	530	1.79532661	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node530	Node529	0
branch_458	530	224	4.596922228	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Microtus_pennsylvanicus	Node530	0
branch_459	530	225	4.5969211041	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Microtus_oregoni	Node530	0
branch_460	529	226	6.392249358	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Microtus_californicus	Node529	0
branch_461	528	227	7.8229250542	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Microtus_agrestis	Node528	0
branch_462	527	531	4.7088924862	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node531	Node527	0
branch_463	531	228	3.854094787	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Lasiopodomys_mandarinus	Node531	0
branch_464	531	229	3.854094787	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Lasiopodomys_brandtii	Node531	0
branch_465	525	230	12.2361929206	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Arvicola_amphibius	Node525	0
branch_466	523	231	13.894381276	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Ondatra_zibethicus	Node523	0
branch_467	522	532	8.751911979	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node532	Node522	0
branch_468	532	533	2.263468587	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node533	Node532	0
branch_469	533	232	20.9121328917	0	0	0	0	0	0	0	0	0	Omnivore	Plant_dominant	Plant_dominant	Cricetus_cricetus	Node533	1
branch_470	533	233	20.912131411	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Mesocricetus_auratus	Node533	0
branch_471	532	534	14.658325203	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node534	Node532	0
branch_472	534	234	8.517274521	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Phodopus_roborovskii	Node534	0
branch_473	534	235	8.5172764402	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Phodopus_sungorus	Node534	0
branch_474	521	535	0.2275966099	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node535	Node521	0
branch_475	535	536	9.204689757	0	0	0	0	0	0	0	0	0	Omnivore	Insectivore	Insectivore	Node536	Node535	1
branch_476	536	236	25.85231116743	0	0	0	0	0	0	0	0	0	Insectivore	Plant_dominant	Plant_dominant	Neotoma_floridana	Node536	1
branch_477	536	537	3.528533749	0	0	0	0	0	0	0	0	0	Insectivore	Insectivore	Insectivore	Node537	Node536	0
branch_478	537	538	7.533976481	0	0	0	0	0	0	0	0	0	Insectivore	Insectivore	Insectivore	Node538	Node537	0
branch_479	538	539	8.504803869	0	0	0	0	0	0	0	0	0	Insectivore	Insectivore	Insectivore	Node539	Node538	0
branch_480	539	237	6.284997639	0	0	0	0	0	0	0	0	0	Insectivore	Insectivore	Insectivore	Onychomys_torridus	Node539	0
branch_481	539	540	1.883190988	0	0	0	0	0	0	0	0	0	Insectivore	Insectivore	Insectivore	Node540	Node539	0
branch_482	540	238	4.401805829	0	0	0	0	0	0	0	0	0	Insectivore	Insectivore	Insectivore	Onychomys_leucogaster	Node540	0
branch_483	540	239	4.401805829	0	0	0	0	0	0	0	0	0	Insectivore	Insectivore	Insectivore	Onychomys_arenicola	Node540	0
branch_484	538	541	3.546864511	0	0	0	0	0	0	0	0	0	Insectivore	Insectivore	Insectivore	Node541	Node538	0
branch_485	541	240	11.242935352	0	0	0	0	0	0	0	0	0	Insectivore	Insectivore	Insectivore	Peromyscus_leucopus	Node541	0
branch_486	541	241	11.242935078	0	0	0	0	0	0	0	0	0	Insectivore	Insectivore	Insectivore	Peromyscus_eremicus	Node541	0
branch_487	537	242	22.323776344	0	0	0	0	0	0	0	0	0	Insectivore	Insectivore	Insectivore	Scotinomys_teguina	Node537	0
branch_488	535	243	35.0570006728	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Sigmodon_hispidus	Node535	0
branch_489	493	244	60.495657996	1	0	-1	0	1	0	1	1	0	Omnivore	Omnivore	Omnivore	Typhlomys_cinereus	Node493	0
branch_490	492	542	42.450874816	1	0	-1	0	1	0	1	1	0	Omnivore	Omnivore	Omnivore	Node542	Node492	0
branch_491	542	245	19.805873883	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Salpingotus_crassicauda	Node542	0
branch_492	542	543	12.7197350494	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node543	Node542	0
branch_493	543	246	7.086135855	0	0	0	0	0	0	0	0	0	Omnivore	Plant_dominant	Plant_dominant	Dipus_sagitta	Node543	1
branch_494	543	247	7.0861365997	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Jaculus_jaculus	Node543	0
branch_495	462	544	5.119581	2	2	0	0	0	0	0	2	2	Plant_dominant	Plant_dominant	Plant_dominant	Node544	Node462	0
branch_496	544	545	9.965993	2	2	0	0	0	0	0	2	2	Plant_dominant	Plant_dominant	Plant_dominant	Node545	Node544	0
branch_497	545	546	0.05795644439	2	2	0	0	0	0	0	2	2	Plant_dominant	Plant_dominant	Plant_dominant	Node546	Node545	0
branch_498	546	547	18.86443727	2	1	-1	0	1	0	1	2	1	Plant_dominant	Plant_dominant	Plant_dominant	Node547	Node546	0
branch_499	547	548	8.655874188	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Node548	Node547	0
branch_500	548	248	41.42536012	1	1	0	0	0	0	0	1	1	Plant_dominant	Omnivore	Omnivore	Daubentonia_madagascariensis	Node548	1
branch_501	548	549	19.769875437	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Node549	Node548	0
branch_502	549	249	21.655496605	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Lemur_catta	Node549	0
branch_503	549	250	21.655494797	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Microcebus_murinus	Node549	0
branch_504	547	550	35.90564462	1	1	0	0	0	0	0	1	1	Plant_dominant	Omnivore	Omnivore	Node550	Node547	1
branch_505	550	551	13.5096864545	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Node551	Node550	0
branch_506	551	251	0.6659202109	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Nycticebus_coucang	Node551	0
branch_507	551	252	0.6659202109	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Nycticebus_bengalensis	Node551	0
branch_508	550	253	14.17560594	1	1	0	0	0	0	0	1	1	Omnivore	Insectivore	Insectivore	Loris_tardigradus	Node550	1
branch_509	546	552	37.833758061	2	2	0	0	0	0	0	2	2	Plant_dominant	Plant_dominant	Plant_dominant	Node552	Node546	0
branch_510	552	553	9.525145053	2	3	1	1	0	1	0	2	3	Plant_dominant	Plant_dominant	Plant_dominant	Node553	Node552	0
branch_511	553	554	7.90771396	3	4	1	1	0	1	0	3	4	Plant_dominant	Plant_dominant	Plant_dominant	Node554	Node553	0
branch_512	554	555	8.654258705	4	3	-1	0	1	0	1	4	3	Plant_dominant	Plant_dominant	Plant_dominant	Node555	Node554	0
branch_513	555	556	1.03259404	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Node556	Node555	0
branch_514	556	254	3.992209344	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Symphalangus_syndactylus	Node556	0
branch_515	556	255	3.992210429	3	2	-1	0	1	0	1	3	2	Plant_dominant	Plant_dominant	Plant_dominant	Hylobates_pileatus	Node556	0
branch_516	555	256	5.0248041069	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Nomascus_leucogenys	Node555	0
branch_517	554	557	4.232750082	4	4	0	0	0	0	0	4	4	Plant_dominant	Plant_dominant	Plant_dominant	Node557	Node554	0
branch_518	557	558	7.347069038	4	6	2	2	0	1	0	4	6	Plant_dominant	Plant_dominant	Plant_dominant	Node558	Node557	0
branch_519	558	257	2.099245499	6	5	-1	0	1	0	1	6	5	Plant_dominant	Plant_dominant	Plant_dominant	Pongo_pygmaeus	Node558	0
branch_520	558	258	2.099245499	6	8	2	2	0	1	0	6	8	Plant_dominant	Plant_dominant	Plant_dominant	Pongo_abelii	Node558	0
branch_521	557	559	3.699579215	4	4	0	0	0	0	0	4	4	Plant_dominant	Plant_dominant	Plant_dominant	Node559	Node557	0
branch_522	559	560	4.386151227	4	3	-1	0	1	0	1	4	3	Plant_dominant	Plant_dominant	Plant_dominant	Node560	Node559	0
branch_523	560	259	1.360582288	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Pan_troglodytes	Node560	0
branch_524	560	260	1.360582288	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Pan_paniscus	Node560	0
branch_525	559	261	5.746732792	4	4	0	0	0	0	0	4	4	Plant_dominant	Plant_dominant	Plant_dominant	Gorilla_gorilla	Node559	0
branch_526	553	561	8.241728647	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Node561	Node553	0
branch_527	561	562	4.182301472	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Node562	Node561	0
branch_528	562	563	1.655188945	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Node563	Node562	0
branch_529	563	564	4.50725020848	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Node564	Node563	0
branch_530	564	565	0.3206371858	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Node565	Node564	0
branch_531	565	262	2.6796712353	3	4	1	1	0	1	0	3	4	Plant_dominant	Plant_dominant	Plant_dominant	Trachypithecus_germaini	Node565	0
branch_532	565	263	2.6796712351	3	2	-1	0	1	0	1	3	2	Plant_dominant	Plant_dominant	Plant_dominant	Trachypithecus_francoisi	Node565	0
branch_533	564	264	3.0003086736	3	4	1	1	0	1	0	3	4	Plant_dominant	Plant_dominant	Plant_dominant	Trachypithecus_shortridgei	Node564	0
branch_534	563	566	5.0903916371	3	2	-1	0	1	0	1	3	2	Plant_dominant	Plant_dominant	Plant_dominant	Node566	Node563	0
branch_535	566	265	2.417167517	2	1	-1	0	1	0	1	2	1	Plant_dominant	Plant_dominant	Plant_dominant	Rhinopithecus_bieti	Node566	0
branch_536	566	266	2.4171675164	2	3	1	1	0	1	0	2	3	Plant_dominant	Plant_dominant	Plant_dominant	Rhinopithecus_roxellana	Node566	0
branch_537	562	267	9.16274968845	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Colobus_guereza	Node562	0
branch_538	561	567	4.024381673	3	4	1	1	0	1	0	3	4	Plant_dominant	Plant_dominant	Plant_dominant	Node567	Node561	0
branch_539	567	568	1.471962079	4	4	0	0	0	0	0	4	4	Plant_dominant	Plant_dominant	Plant_dominant	Node568	Node567	0
branch_540	568	569	3.43812105003	4	5	1	1	0	1	0	4	5	Plant_dominant	Plant_dominant	Plant_dominant	Node569	Node568	0
branch_541	569	570	0.623369759	5	6	1	1	0	1	0	5	6	Plant_dominant	Plant_dominant	Plant_dominant	Node570	Node569	0
branch_542	570	571	0.2082497963	6	6	0	0	0	0	0	6	6	Plant_dominant	Plant_dominant	Plant_dominant	Node571	Node570	0
branch_543	571	268	3.578966595	6	13	7	7	0	1	0	6	13	Plant_dominant	Omnivore	Omnivore	Macaca_fascicularis	Node571	1
branch_544	571	572	1.7805544099	6	4	-2	0	2	0	1	6	4	Plant_dominant	Plant_dominant	Plant_dominant	Node572	Node571	0
branch_545	572	573	0.560118716	4	4	0	0	0	0	0	4	4	Plant_dominant	Plant_dominant	Plant_dominant	Node573	Node572	0
branch_546	573	269	1.238293469	4	4	0	0	0	0	0	4	4	Plant_dominant	Plant_dominant	Plant_dominant	Macaca_mulatta	Node573	0
branch_547	573	270	1.2382934686	4	4	0	0	0	0	0	4	4	Plant_dominant	Plant_dominant	Plant_dominant	Macaca_nigra	Node573	0
branch_548	572	271	1.798412185	4	3	-1	0	1	0	1	4	3	Plant_dominant	Plant_dominant	Plant_dominant	Macaca_cyclopis	Node572	0
branch_549	570	272	3.787216463	6	5	-1	0	1	0	1	6	5	Plant_dominant	Plant_dominant	Plant_dominant	Macaca_assamensis	Node570	0
branch_550	569	574	2.4830828921	5	4	-1	0	1	0	1	5	4	Plant_dominant	Plant_dominant	Plant_dominant	Node574	Node569	0
branch_551	574	273	1.92750338	4	4	0	0	0	0	0	4	4	Plant_dominant	Plant_dominant	Plant_dominant	Macaca_nemestrina	Node574	0
branch_552	574	274	1.9275033807	4	2	-2	0	2	0	1	4	2	Plant_dominant	Plant_dominant	Plant_dominant	Macaca_silenus	Node574	0
branch_553	568	575	7.054299043	4	3	-1	0	1	0	1	4	3	Plant_dominant	Plant_dominant	Plant_dominant	Node575	Node568	0
branch_554	575	275	0.7944082208	3	2	-1	0	1	0	1	3	2	Plant_dominant	Omnivore	Omnivore	Papio_anubis	Node575	1
branch_555	575	276	0.79440840142	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Papio_hamadryas	Node575	0
branch_556	567	576	4.33989777641	4	4	0	0	0	0	0	4	4	Plant_dominant	Plant_dominant	Plant_dominant	Node576	Node567	0
branch_557	576	277	4.980772976	4	4	0	0	0	0	0	4	4	Plant_dominant	Plant_dominant	Plant_dominant	Erythrocebus_patas	Node576	0
branch_558	576	278	4.98077153	4	3	-1	0	1	0	1	4	3	Plant_dominant	Plant_dominant	Plant_dominant	Chlorocebus_sabaeus	Node576	0
branch_559	552	577	14.8174684671	2	1	-1	0	1	0	1	2	1	Plant_dominant	Plant_dominant	Plant_dominant	Node577	Node552	0
branch_560	577	578	2.016013785	1	1	0	0	0	0	0	1	1	Plant_dominant	Insectivore	Insectivore	Node578	Node577	1
branch_561	578	579	2.772886418	1	1	0	0	0	0	0	1	1	Insectivore	Omnivore	Omnivore	Node579	Node578	1
branch_562	579	580	1.238835216	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Node580	Node579	0
branch_563	580	279	10.266721952	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Callithrix_jacchus	Node580	0
branch_564	580	280	10.2667217362	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Leontopithecus_rosalia	Node580	0
branch_565	579	581	7.8217774871	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Node581	Node579	0
branch_566	581	281	3.6837792842	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Saguinus_midas	Node581	0
branch_567	581	282	3.6837796457	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Saguinus_oedipus	Node581	0
branch_568	578	582	0.8285605458	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Node582	Node578	0
branch_569	582	283	13.449881051	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Saimiri_boliviensis	Node582	0
branch_570	582	284	13.4498843049	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Cebus_albifrons	Node582	0
branch_571	577	583	8.221626183	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Node583	Node577	0
branch_572	583	584	5.426895686	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Node584	Node583	0
branch_573	584	585	1.68497202	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Node585	Node584	0
branch_574	585	285	0.9609648915	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Ateles_geoffroyi	Node585	0
branch_575	585	286	0.9609648915	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Ateles_fusciceps	Node585	0
branch_576	584	287	2.6459368756	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Ateles_hybridus	Node584	0
branch_577	583	288	8.072831152	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Brachyteles_arachnoides	Node583	0
branch_578	545	289	69.003651	2	1	-1	0	1	0	1	2	1	Plant_dominant	Plant_dominant	Plant_dominant	Cynocephalus_volans	Node545	0
branch_579	544	290	78.9696207254	2	1	-1	0	1	0	1	2	1	Plant_dominant	Insectivore	Insectivore	Tupaia_tana	Node544	1
branch_580	304	586	23.79366187	2	1	-1	0	1	0	1	2	1	Insectivore	Insectivore	Insectivore	Node586	Node304	0
branch_581	586	587	5.101371893	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Node587	Node586	0
branch_582	587	588	33.33790638	1	1	0	0	0	0	0	1	1	Insectivore	Plant_dominant	Plant_dominant	Node588	Node587	1
branch_583	588	291	29.033547848	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Choloepus_didactylus	Node588	0
branch_584	588	292	29.033545915	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Bradypus_torquatus	Node588	0
branch_585	587	589	48.62845026	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Node589	Node587	0
branch_586	589	293	13.74300398	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Myrmecophaga_tridactyla	Node589	0
branch_587	589	294	13.743003002	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Tamandua_tetradactyla	Node589	0
branch_588	586	295	67.472816422	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Dasypus_novemcinctus	Node586	0
