branch_id	parent_node	child_node	branch_length	parent_CN	child_CN	delta_CN	gain_count	loss_count	gain_event	loss_event	starting_CN	ending_CN	parent_diet	child_diet	diet_state	diet_binary	stable_diet_branch	child_label	parent_label
branch_1	215	216	13.16096977	2	1	-1	0	1	0	1	2	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node216	Node215
branch_2	216	217	35.23705264	1	1	0	0	0	0	0	1	1	Non_plant	Plant_dominant	Plant_dominant	Plant_dominant	0	Node217	Node216
branch_3	217	218	3.203003854	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node218	Node217
branch_4	218	1	45.096088507	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Loxodonta_africana	Node218
branch_5	218	2	45.096084264	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Heterohyrax_brucei	Node218
branch_6	217	219	38.414240153	1	2	1	1	0	1	0	1	2	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node219	Node217
branch_7	219	3	9.884847961	2	1	-1	0	1	0	1	2	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Dugong_dugon	Node219
branch_8	219	4	9.8848506914	2	3	1	1	0	1	0	2	3	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Trichechus_inunguis	Node219
branch_9	216	220	2.138436917	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node220	Node216
branch_10	220	5	81.39771931	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Orycteropus_afer	Node220
branch_11	220	221	3.704861019	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node221	Node220
branch_12	221	222	5.60737714	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node222	Node221
branch_13	222	6	72.085462954	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Tenrec_ecaudatus	Node222
branch_14	222	7	72.0854672019	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Amblysomus_hottentotus	Node222
branch_15	221	8	77.692844643	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Rhynchocyon_petersi	Node221
branch_16	215	223	5.430646	2	2	0	0	0	0	0	2	2	Non_plant	Non_plant	Non_plant	Non_plant	1	Node223	Node215
branch_17	223	224	3.654855	2	2	0	0	0	0	0	2	2	Non_plant	Non_plant	Non_plant	Non_plant	1	Node224	Node223
branch_18	224	225	4.089459	2	2	0	0	0	0	0	2	2	Non_plant	Non_plant	Non_plant	Non_plant	1	Node225	Node224
branch_19	225	226	7.087442	2	2	0	0	0	0	0	2	2	Non_plant	Non_plant	Non_plant	Non_plant	1	Node226	Node225
branch_20	226	227	6.643074	2	1	-1	0	1	0	1	2	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node227	Node226
branch_21	227	228	5.242817454	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node228	Node227
branch_22	228	229	10.78481652	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node229	Node228
branch_23	229	230	2.394738345	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node230	Node229
branch_24	230	9	51.3692510075	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Rhinopoma_microphyllum	Node230
branch_25	230	231	35.65227079	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node231	Node230
branch_26	231	10	15.71698005	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Megaderma_spasma	Node231
branch_27	231	11	15.71698005	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Macroderma_gigas	Node231
branch_28	229	232	19.04810428	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node232	Node229
branch_29	232	233	19.7537091461	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node233	Node232
branch_30	233	234	0.7767706701	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node234	Node233
branch_31	234	235	4.150723437	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node235	Node234
branch_32	235	236	0.655535226	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node236	Node235
branch_33	236	12	9.379140711	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Rhinolophus_sinicus	Node236
branch_34	236	13	9.3791409619	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Rhinolophus_rex	Node236
branch_35	235	14	10.034676357	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Rhinolophus_affinis	Node235
branch_36	234	15	14.1853989552	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Rhinolophus_trifoliatus	Node234
branch_37	233	237	10.518724437	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node237	Node233
branch_38	237	16	4.44344376214	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Rhinolophus_clivosus	Node237
branch_39	237	17	4.443444181	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Rhinolophus_ferrumequinum	Node237
branch_40	232	238	9.8747532315	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node238	Node232
branch_41	238	18	24.84112999	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Aselliscus_stoliczkanus	Node238
branch_42	238	19	24.84112860569	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Hipposideros_larvatus	Node238
branch_43	228	239	34.23648048	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node239	Node228
branch_44	239	240	28.124332573	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node240	Node239
branch_45	240	20	2.1879856459	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Rousettus_leschenaultii	Node240
branch_46	240	21	2.1879855209	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Rousettus_aegyptiacus	Node240
branch_47	239	22	30.312321871	1	1	0	0	0	0	0	1	1	Non_plant	Plant_dominant	Plant_dominant	Plant_dominant	0	Cynopterus_sphinx	Node239
branch_48	227	241	9.446735	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node241	Node227
branch_49	241	242	5.761645	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node242	Node241
branch_50	242	243	9.717307437	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node243	Node242
branch_51	243	244	16.935788414	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node244	Node243
branch_52	244	245	13.795168721	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node245	Node244
branch_53	245	246	1.798687594	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node246	Node245
branch_54	246	247	7.5427260977	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node247	Node246
branch_55	247	23	4.7935936381	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Myotis_nesopolus	Node247
branch_56	247	24	4.7935938379	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Myotis_yumanensis	Node247
branch_57	246	25	12.336321737	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Myotis_mystacinus	Node246
branch_58	245	26	14.13500876214	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Myotis_daubentonii	Node245
branch_59	244	248	4.4430700033	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node248	Node244
branch_60	248	249	0.7739525982	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node249	Node248
branch_61	249	27	22.7131511168	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Corynorhinus_townsendii	Node249
branch_62	249	28	22.7131481154	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Antrozous_pallidus	Node249
branch_63	248	250	1.3145048	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node250	Node248
branch_64	250	251	8.9995832252	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node251	Node250
branch_65	251	252	0.3892760198	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node252	Node251
branch_66	252	253	1.004009007	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node253	Node252
branch_67	253	254	5.4809415927	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node254	Node253
branch_68	254	29	6.298790736	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Nyctalus_aviator	Node254
branch_69	254	30	6.2987913364	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Nyctalus_leisleri	Node254
branch_70	253	31	11.7797326618	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Pipistrellus_abramus	Node253
branch_71	252	32	12.783740335	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Pipistrellus_pygmaeus	Node252
branch_72	251	33	13.1730180264	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Pipistrellus_nathusii	Node251
branch_73	250	255	2.5927054504	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node255	Node250
branch_74	255	34	19.579895795	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Ia_io	Node255
branch_75	255	35	19.579895462	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Eptesicus_fuscus	Node255
branch_76	243	256	29.08104531654	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node256	Node243
branch_77	256	257	1.7027463877	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node257	Node256
branch_78	257	258	0.4459977959	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node258	Node257
branch_79	258	36	13.636178465	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Tadarida_brasiliensis	Node258
branch_80	258	37	13.63617643056	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Molossus_molossus	Node258
branch_81	257	38	14.08217526	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Tadarida_teniotis	Node257
branch_82	256	39	15.78492038114	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Mops_condylurus	Node256
branch_83	242	259	31.612794197	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node259	Node242
branch_84	259	260	14.698568662	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node260	Node259
branch_85	260	40	8.271906763	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Saccopteryx_bilineata	Node260
branch_86	260	41	8.271906763	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Saccopteryx_leptura	Node260
branch_87	259	42	22.970477552	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Rhynchonycteris_naso	Node259
branch_88	241	261	30.9084901061	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node261	Node241
branch_89	261	262	4.5192932008	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node262	Node261
branch_90	262	263	10.4904544911	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node263	Node262
branch_91	263	43	14.426662325	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Phyllostomus_hastatus	Node263
branch_92	263	44	14.426662324	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Phyllostomus_discolor	Node263
branch_93	262	264	9.718859448	1	1	0	0	0	0	0	1	1	Non_plant	Plant_dominant	Plant_dominant	Plant_dominant	0	Node264	Node262
branch_94	264	265	11.7208639564	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node265	Node264
branch_95	265	45	3.477393811	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Artibeus_jamaicensis	Node265
branch_96	265	46	3.4773938112	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Artibeus_lituratus	Node265
branch_97	264	47	15.1982582024	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Platyrrhinus_helleri	Node264
branch_98	261	48	29.4364124846	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Micronycteris_microtis	Node261
branch_99	226	266	3.496796	2	2	0	0	0	0	0	2	2	Non_plant	Non_plant	Non_plant	Non_plant	1	Node266	Node226
branch_100	266	267	8.545587	2	3	1	1	0	1	0	2	3	Non_plant	Plant_dominant	Plant_dominant	Plant_dominant	0	Node267	Node266
branch_101	267	268	0.3328322806	3	3	0	0	0	0	0	3	3	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node268	Node267
branch_102	268	269	7.184436081	3	2	-1	0	1	0	1	3	2	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node269	Node268
branch_103	269	270	8.587662181	2	2	0	0	0	0	0	2	2	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node270	Node269
branch_104	270	271	28.868253864	2	1	-1	0	1	0	1	2	1	Plant_dominant	Non_plant	Non_plant	Non_plant	0	Node271	Node270
branch_105	271	272	1.140832743	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node272	Node271
branch_106	272	273	2.4058116444	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node273	Node272
branch_107	273	274	3.276626456	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node274	Node273
branch_108	274	275	2.686724774	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node275	Node274
branch_109	275	276	1.789911617	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node276	Node275
branch_110	276	49	8.119251658	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Monodon_monoceros	Node276
branch_111	276	50	8.1192525735	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Phocoena_sinus	Node276
branch_112	275	277	4.276413662	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node277	Node275
branch_113	277	51	5.632751069	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Orcinus_orca	Node277
branch_114	277	278	1.051900108	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node278	Node277
branch_115	278	279	2.662877524	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node279	Node278
branch_116	279	52	1.917972563	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Pseudorca_crassidens	Node279
branch_117	279	53	1.9179721474	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Peponocephala_electra	Node279
branch_118	278	54	4.5808499625	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Delphinus_delphis	Node278
branch_119	274	55	12.5958901296	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Inia_geoffrensis	Node274
branch_120	273	56	15.8725151295	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Mesoplodon_densirostris	Node273
branch_121	272	57	18.27832486	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Kogia_breviceps	Node272
branch_122	271	280	6.709930092	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node280	Node271
branch_123	280	281	8.6357841556	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node281	Node280
branch_124	281	58	4.073444853	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Eubalaena_glacialis	Node281
branch_125	281	59	4.0734446032	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Balaenoptera_edeni	Node281
branch_126	280	282	7.4853137536	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node282	Node280
branch_127	282	60	5.22391384	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Eschrichtius_robustus	Node282
branch_128	282	61	5.22391384	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Megaptera_novaeangliae	Node282
branch_129	270	283	28.6091079512	2	1	-1	0	1	0	1	2	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node283	Node270
branch_130	283	284	9.883316837	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node284	Node283
branch_131	284	285	0.5609925319	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node285	Node284
branch_132	285	286	2.61176095	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node286	Node285
branch_133	286	287	1.039593509	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node287	Node286
branch_134	287	62	5.58263927	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Dama_dama	Node287
branch_135	287	288	3.9975276387	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node288	Node287
branch_136	288	63	1.58511188	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Cervus_nippon	Node288
branch_137	288	64	1.58511188	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Cervus_elaphus	Node288
branch_138	286	65	6.6222327777	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Axis_porcinus	Node286
branch_139	285	289	6.4943431703	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node289	Node285
branch_140	289	66	2.7396507238	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Muntiacus_gongshanensis	Node289
branch_141	289	67	2.739650475	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Muntiacus_crinifrons	Node289
branch_142	284	68	9.794986259	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Capreolus_capreolus	Node284
branch_143	283	290	0.5018927286	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node290	Node283
branch_144	290	291	1.917511139	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node291	Node290
branch_145	291	292	14.8752793643	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node292	Node291
branch_146	292	293	1.194244416	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node293	Node292
branch_147	293	69	1.1893748251	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Bos_taurus	Node293
branch_148	293	70	1.1893747835	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Bos_javanicus	Node293
branch_149	292	71	2.383619116	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Bison_bonasus	Node292
branch_150	291	294	7.8328542326	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node294	Node291
branch_151	294	72	9.42604458	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Pantholops_hodgsonii	Node294
branch_152	294	295	0.997600536	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node295	Node294
branch_153	295	296	0.4546572393	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node296	Node295
branch_154	296	297	0.394887018	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node297	Node296
branch_155	297	298	0.9762826333	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node298	Node297
branch_156	298	299	3.427757803	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node299	Node298
branch_157	299	300	0.6628987303	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node300	Node299
branch_158	300	73	2.5119625758	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Capra_nubiana	Node300
branch_159	300	74	2.5119629918	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Capra_hircus	Node300
branch_160	299	75	3.174861306	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Capra_ibex	Node299
branch_161	298	76	6.6026206905	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Budorcas_taxicolor	Node298
branch_162	297	301	4.422687984	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node301	Node297
branch_163	301	77	3.1562133421	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Ovis_canadensis	Node301
branch_164	301	78	3.1562130092	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Ovis_aries	Node301
branch_165	296	79	7.97378705414	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Rupicapra_rupicapra	Node296
branch_166	295	80	8.4284452503	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Capricornis_sumatraensis	Node295
branch_167	290	81	19.1764115755	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Moschus_berezovskii	Node290
branch_168	269	302	48.75904364	2	1	-1	0	1	0	1	2	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node302	Node269
branch_169	302	82	8.1160320869	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Sus_scrofa	Node302
branch_170	302	83	8.1160325035	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Phacochoerus_africanus	Node302
branch_171	268	84	64.059498912	3	1	-2	0	2	0	1	3	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Camelus_dromedarius	Node268
branch_172	267	303	23.27277077	3	6	3	3	0	1	0	3	6	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node303	Node267
branch_173	303	304	34.249222793	6	10	4	4	0	1	0	6	10	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node304	Node303
branch_174	304	85	6.870361716	10	10	0	0	0	0	0	10	10	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Equus_kiang	Node304
branch_175	304	86	6.8703595985	10	10	0	0	0	0	0	10	10	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Equus_caballus	Node304
branch_176	303	87	41.119586622	6	9	3	3	0	1	0	6	9	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Tapirus_indicus	Node303
branch_177	266	305	2.703426	2	2	0	0	0	0	0	2	2	Non_plant	Non_plant	Non_plant	Non_plant	1	Node305	Node266
branch_178	305	306	21.42023367	2	1	-1	0	1	0	1	2	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node306	Node305
branch_179	306	307	6.24376495	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node307	Node306
branch_180	307	308	31.91526036	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node308	Node307
branch_181	308	309	0.5202401698	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node309	Node308
branch_182	309	88	10.134999074	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Nyctereutes_procyonoides	Node309
branch_183	309	310	5.1811547789	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node310	Node309
branch_184	310	89	4.953843573	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Lycaon_pictus	Node310
branch_185	310	311	3.16156276182	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node311	Node310
branch_186	311	90	1.792281677	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Canis_latrans	Node311
branch_187	311	312	0.5427981011	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node312	Node311
branch_188	312	91	1.249483576	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Canis_aureus	Node312
